src,tgt
Tom is a very dedicated teacher.,톰은 아주 헌신적인 선생님이야.
Tom is one of my favorite students.,톰은 내 애제자야.
Mary is wearing a silk dress.,메리는 비단으로 된 드레스를 입고 있어.
Tom is as thin as a rail.,톰은 철로만큼 날씬해.
Tom is as thin as a rail.,톰은 난간만큼 날씬해.
Tom is wearing a blue jeans.,톰은 파란색 바지를 입고 있어.
Tom is wearing a blue jeans.,톰은 파란 바지를 입고 있어.
Tom is wearing a blue coat.,톰은 파란 코트를 입고 있어.
Tom is wearing a blue coat.,톰은 파란색 코트를 입고 있어.
Tom is wearing a yellow shirt.,톰은 노란 셔츠를 입고 있어.
Mary is a middle-aged woman.,메리는 중년 여성이야.
Tom is married to a rich woman.,톰은 부유한 여성과 결혼했어.
Tom is living alone in a hut on the beach.,톰은 해변에 있는 오두박에서 혼자 살아.
Tom is living alone in a hut.,톰은 오두막에서 혼자 살아.
Tom is living alone in a hut.,톰은 오두막에서 혼자 살고 있어.
"Tom is blind, deaf, and dumb.",톰은 장님에 귀머거리에 벙어리야.
Tom is a boy about your age.,톰은 너와 같은 또래의 남자애야.
Tom is a pioneer in this field.,톰은 이 분야의 선구자야.
Tom is a pioneer in this field.,톰은 이 분야의 개척자야.
Tom was afraid to be here.,톰이 여기에 있길 두려워 했어.
Tom was afraid to be here.,톰이 여기에 있길 무서워 했어.
Unemployment is a major problem.,실업은 주요한 문제야.
Food and water are extremely limited.,음식과 물이 극히 제한되어 있어.
This pizza is terrible.,이 피자 너무 끔찍해.
What's your favorite team?,가장 좋아하는 팀은 어떤 팀이야?
Tom is a friend of mine. Do you know him?,톰은 내 친구야. 그 사람을 알아?
Tom is a runner.,톰은 달리기 선수야.
Tom is wearing a pair of old shoes.,톰은 낡은 신발을 신고 있어.
Tom made me a cake.,톰이 날 위해 케이크를 만들었어.
Tom is a lovable person.,톰은 사랑스러운 사람이야.
"I eat tomatoes, but Tom doesn't.",난 톰이랑은 달리 토마토를 먹을 수 있어.
"I don't like cookies, either.",난 쿠키도 안 좋아해.
Tom and I had French class together.,난 톰이랑 같이 프랑스 수업을 들었어.
I wanted Tom to be more careful.,난 톰이 좀 더 신중하길 원했어.
I want Tom to eat lunch with me.,난 톰이 나랑 점심 먹었으면 좋겠어.
Tom speaks French with his parents.,톰은 자기 부모님이랑 프랑스어로 말해.
We only speak French to each other.,우린 오직 프랑스어로만 이야기 해.
Tom plays the saxophone.,톰은 색소폰을 연주할 수 있어.
They speak to each other in French.,그 사람들은 서로 프랑스어로 말해.
I wanted Tom to meet my parents.,난 톰이 내 부모님을 만났으면 했어.
I wanted Tom to meet my friends.,난 톰이 내 친구들을 만났으면 했어.
How many children were injured?,아이들은 몇 명 다쳤어?
I wanted Tom to go to Australia.,난 톰이 호주에 갔으면 했어.
The gift was still wrapped.,선물은 아직도 포장 상태야.
Tom and Mary went hunting.,톰과 메리는 사냥하러 갔어.
I shouldn't've told you.,너한테 말하지 말았어야 했어.
I shouldn't've eaten that.,난 그걸 먹지 말았어야 했어.
We shouldn't've given up.,우린 포기하지 말았어야 했어.
"I was late, so I missed my flight.",내가 늦었기 때문에 비행기를 놓쳤어.
"I was late, so I missed my flight.",내가 늦어서 비행기를 놓쳤어.
I shouldn't have sold my house.,난 내 집을 팔지 말았어야 했는데.
I shouldn't have sold my house.,난 내 집을 팔지 말았어야 했어.
Tom deleted a video by accident.,톰은 실수로 동영상을 삭제했어.
I need to buy something to eat.,난 먹을 만한 것 좀 사야겠어.
I need to buy something to eat.,난 먹을거리를 사야겠어.
We studied French for three years.,우린 3년동안 프랑스어를 공부했어.
Drink to my health.,건강을 위해 건배.
Drink to my health!,건강을 위해 건배!
"Quick, hide in here!","빨리, 여기에 숨어!"
"Quick, hide over here!","빨리, 이쪽으로 숨어!"
Would you let me drive your car if you had one?,너 만약 자동차 하나 있으면 내가 네 걸 운전하게 해줄래?
Could I borrow your car tomorrow?,내가 내일 네 자동차를 빌릴 수 있을까?
Would you lend me your guitar to use tonight on stage?,오늘밤 무대에서 쓸 기타좀 빌려줄래?
Could you loan me some money until payday?,월급날까지 나한테 돈 좀 빌려줄 수 있어?
My daughter is still quite young.,내 딸은 아직 꽤 어려.
My daughter is only three years old.,내 딸은 3살일 뿐이야.
My daughter is not yet three years old.,내 딸은 아직 3 살이 안 됐어.
My daughter is still under three years old.,내 딸은 아직 3 살 아래야.
My daughter is only three.,내 딸은 3살일 뿐이야.
My daughter is not yet three.,내 딸은 아직 3 살이 안 됐어.
Tom is still quite young.,톰은 아직도 꽤 어려.
I think that that's inaccurate.,이건 부정확하다고 생각해.
I think that's inaccurate.,이건 부정확한 것 같아.
I'm beginning to forget my French.,난 프랑스어를 잊어버리기 시작했어.
Tom has done something horrible.,톰은 뭔가 끔찍한 것을 저질렀어.
I thought that you'd forgotten.,네가 잊어버린 건 줄 알았어.
Tom don't care how crazy he looks.,톰은 자기가 얼마나 미쳐보이는지 신경 안 써.
I thought that I heard you coughing.,네가 기침한 소리를 들은 줄 알았어.
I thought you'd forgotten.,네가 잊어버린 줄 알았어.
Tom was sitting in the garden.,톰은 정원에 앉아 있어.
Tom was sitting in the garden.,톰은 정원에 앉아 있었어.
Tom is sitting on the porch.,톰은 현관에 앉아 있어.
Tom is shouting something.,톰은 뭔가를 쏘고 있어.
Tom is real busy.,톰은 진짜 바빠.
Tom is a bit late.,톰이 좀 늦네.
Tom is quite a guy.,톰은 꽤 남자다워.
Tom is a rough man.,톰은 거친 남자야.
Tom is a timid kid.,톰은 소심한 애야.
Tom is a single dad.,톰은 싱글 대디야.
Tom is a bit scared.,톰은 좀 무서워해하고 있어.
Tom is a timid child.,톰은 소심한 아이야.
Tom is a timid child.,톰은 소심한 어린이야.
Tom is holding a gun.,톰은 총을 들고 있어.
Tom is a bit nervous.,톰은 좀 불안해하고 있어.
Tom is quite motivated.,톰은 꽤 동기부여가 되어 있어.
Tom is quite motivated.,톰은 꽤 의욕적이야.
Tom is quite motivated.,톰은 꽤 의욕 있어.
Tom is smoking a cigar.,톰은 담배를 피우고 있어.
Tom is our interpreter.,톰은 우리의 번역가야.
Tom is really decisive.,톰은 정말 결단력이 있어.
Tom is obviously wrong.,톰은 분명히 틀렸어.
Tom is allowed to stay.,톰은 남아 있어도 돼.
Tom is allowed to stay. The rest of you have to leave.,톰은 남아 있어도 돼. 너희 나머지는 나가야 해.
Tom is allowed to stay. The rest of you have to leave.,톰은 남아 있어도 돼. 너희 나머지는 떠나야 해.
Tom is a great manager.,톰은 훌륭한 관리자야.
Tom is a great manager.,톰은 훌륭한 매니저야.
Tom is a great manager.,톰은 관리를 정말 잘해.
Tom is really friendly.,톰은 정말로 친절해.
Tom is a wonderful man.,톰은 환상적인 남자야.
"Tom is late, as always.","평소와 같이, 톰은 늦었어."
Tom is bedridden now.,톰은 지금 몸져 누워 있어.
Tom is bedridden now.,톰은 지금 아파서 누워 있어.
Tom is bedridden now.,톰은 지금 침대 신세야.
The information the ancients didn’t have was very voluminous.,옛 사람이 갖지 못한 정보는 매우 방대했어.
Boys are more often diagnosed with autism than girls.,여자애보다는 남자애들이 더 자주 자폐증으로 진단받아.
Tom came here to learn French.,톰은 프랑스어를 배우려고 여기에 왔어.
Tom came here to learn French.,톰은 프랑스어를 배우러 여기에 왔어.
I feel too old.,나 너무 늙은 것 같아.
Write high-quality sentences.,양질의 문장을 써줘.
Write high-quality sentences.,양질의 문장을 쓰세요.
I heard Tom laugh.,난 톰이 웃는 걸 들었어.
I heard Tom shout.,난 톰이 소리지르는 걸 들었어.
I kicked Tom hard.,내가 톰을 세게 걷어찼어.
I met Tom outside.,난 톰을 밖에서 봤어.
I saw Tom waiting.,톰이 기다리는 걸 봤어.
I saw Tom working.,난 톰이 일하는 걸 봤어.
I sent Tom a text.,난 톰한테 문자 보냈어.
I shook Tom awake.,난 톰을 흔들어 깨웠어.
I stole Tom's car.,내가 톰의 자동차를 훔쳤어.
I taught Tom golf.,난 톰한테 골프를 가르쳤어.
I texted Tom back.,난 톰한테 답장했어.
I told Tom to lie.,난 톰한테 거짓말 하라고 말했어.
I watched Tom eat.,톰이 먹는 걸 지켜봤어.
I used Tom's idea.,톰의 아이디어를 썼어.
I've fed the fish.,물고기한테 먹이를 줬어.
I've had a long day.,정말 피곤한 하루였어.
I've been doing this wrong.,난 계속 잘못하고 있었어.
I've been working very hard.,난 열심히 일하고 있었어.
I've been working all night.,나는 밤새 일하던 중이었어.
I bought three pairs of shoes the day before yesterday.,난 그저께 신발 세 켤레를 샀어.
"If Tom saw you doing that, he'd cry.",톰이 네가 이걸 하는 걸 본다면 울게 될 걸.
Tom would be very surprised if Mary did that.,메리가 그걸 한다면 톰이 아주 놀라겠는걸.
"Tom always cried when his sister took away his toys, and for that very reason she loved to do so.","톰은 누나가 자기 장난감을 빼앗아 갔을 때마다 울음을 터뜨렸고, 누나는 바로 그런 이유로 그런 짓을 곧잘 해댔다."
Tom said he'd be very surprised if Mary didn't win the tournament.,톰은 메리가 토너먼트에서 이기지 못한다면 깜짝 놀랄 것이라고 말했다.
I can go tomorrow.,난 내일 갈 수 있어.
I can help you tomorrow.,난 널 내일 도와줄 수 있어.
You can hide in here.,여기에 숨어도 돼.
I'm taking a French class.,나는 프랑스어 수업을 듣고 있어.
Tom is bad at French.,톰은 프랑스어 잘 못해.
I speak French a lot.,난 프랑스어를 잘해.
I'm a French student.,난 프랑스인 학생이야.
I really love French.,난 프랑스를 정말 좋아해.
I really love French books.,난 프랑스 책들을 정말 좋아해.
I read a French book.,난 프랑스 책을 읽었어.
I read a book in French.,난 프랑스어로 된 책을 읽었어.
"You, too, can learn French.",너도 마찬가지로 프랑스어를 배울 수 있어.
You can learn French.,넌 프랑스어를 배울 수 있어.
I'm still learning French.,난 아직도 프랑스어를 배우고 있어.
I'm still learning French.,난 아직도 프랑스어 배우고 있어.
I don't read French novels.,난 프랑스 소설은 읽지 않아.
I'm reading a French novel.,난 프랑스 소설을 읽고 있어.
Tom taught us French.,톰은 우리한테 프랑스어를 가르쳤어.
Tom taught French to us.,톰은 우리한테 프랑스어를 가르쳤어.
My father was a Canadian.,내 아빠는 캐나다인이었어.
Keep studying French.,프랑스어 공부 계속해.
Should I learn French?,프랑스어를 배워야 할까요?
French is very useful.,프랑스어는 아주 유용해.
"Tom learns French, too.",톰도 프랑스어 배워.
Tom learns French as well.,톰도 마찬가지로 프랑스어 배워.
Tom also learns French.,톰도 프랑스어 배워.
You have to study French.,넌 프랑스어를 공부해야 돼.
You need to study French.,넌 프랑스어를 공부할 필요가 있어.
You ought to study French.,넌 프랑스어를 공부해야 돼.
You should study French.,넌 프랑스어를 공부해야 할 것 같아.
What's this in French?,이건 프랑스어로 뭐야?
No other language is as beautiful as French.,프랑스어만큼 아름다운 언어는 없어.
I think that French is the most beautiful language in the world.,프랑스어는 세상에서 가장 아름다운 언어인 것 같아.
I think French is the most beautiful language in the world.,프랑스어는 세상에서 가장 아름다운 언어인 것 같아.
I think that French is the most beautiful language.,프랑스어는 가장 아름다운 언어인 것 같아.
I think French is the most beautiful language.,프랑스어는 가장 아름다운 언어인 것 같아.
Tom had difficulty concentrating on his work.,톰이 일에 집중하는 데 어려움을 겪더라.
Tom had difficulty concentrating on his work.,톰은 일에 집중하는 데 어려움을 겪었다.
Is there anyone here who speaks French?,프랑스어 할 줄 아는 사람 여기 있어?
Is there anybody here who speaks French?,프랑스어 할 줄 아는 사람 여기 있어?
I can teach French to Tom.,난 톰한테 프랑스어를 가르칠 수 있어.
This word isn't French.,이 단어는 프랑스어가 아니야.
This is a French word.,이건 프랑스어 단어야.
This isn't a French word.,이건 프랑스어 단어가 아니야.
They both speak French.,둘 다 프랑스어를 할 줄 알아.
Both of them speak French.,둘 다 프랑스어를 할 줄 알아.
Tom learned a few words in French.,톰은 프랑스어를 몇 마디 배웠어.
Tom has learned a few words in French.,톰은 프랑스어를 몇 마디 배웠어.
Mary is addicted to coffee.,메리는 커피 중독자야.
Tom was at the pub with his friends last night.,톰은 어젯밤에 친구랑 술집에 있었어.
I want Tom to help me clean the house.,난 톰이 집청소를 도와줬으면 해.
How far is it to the train station?,기차역까지 얼마나 멀어?
I want Tom to show you how to do that.,난 톰이 너한테 하는 방법을 알려줬으면 좋겠어.
How long are you going to be there?,얼마나 오래 거기 있을 거야?
I wanted Tom to sing my favorite song.,난 톰이 내가 좋아하는 노래를 불러줬으면 했어.
How long do you plan to stay there?,거기서 얼마나 있을 예정이야?
How long will you be staying there?,거기서 얼마나 기다리고 있을 거야?
How many more hours will this take?,얼마나 더 많은 시간이 걸릴까?
How many more people do you expect?,얼마나 더 많은 사람을 예상하고 있어?
Why do you hate women?,왜 여자가 싫은 거야?
Why do you hate women?,왜 여자가 싫어?
How many years did you live in Boston?,보스턴에서 몇 년 동안 살았어?
Tom won't leave until he gets what he wants.,톰은 원하는 걸 얻을 때까지는 떠나지 않을 거야.
How much time will it take to do this?,이걸 하려면 시간이 얼마나 걸려?
My French would likely be much better today if I'd studied with a native speaker.,내가 원어민이랑 공부한다면 내 프랑스어 실력은 훨씬 더 나을 텐데.
I want Tom to understand why he has to leave.,톰이 자신이 왜 떠나야 하는지를 이해했으면 좋겠어.
Tom is spending more and more time in Boston.,톰은 점점 많은 시간을 보스턴에서 보내고 있어.
There are thirty students in my class.,내 수업에는 서른 명의 학생이 있어.
There are thirty students in my class.,내 학급에는 서른 명의 학생이 있어.
The boss gave me this salary.,사장님께서 저에게 금일봉을 주셨어요.
What's the largest airport in the world?,세상에서 가장 큰 공항은 무슨 공항이야?
I wanted to see Tom's room.,톰의 방을 보고 싶었어.
When did it start snowing?,눈이 언제 내리기 시작했어?
I wanted to speak with Tom.,톰이랑 얘기하고 싶었어.
I wanted to speak with Tom.,톰이랑 대화하고 싶었어.
Why are you still working?,너 왜 아직도 일하고 있어?
Why are you still working?,왜 아직도 일하고 있어?
Why are you still working?,왜 아직도 일하는 중이야?
They must be very proud of their daughter.,그들은 딸이 매우 자랑스러울 것이다.
I'm a little old-fashioned.,난 좀 촌스러워.
I ate one of the three remaining donuts.,남아있는 도넛 세 개 중 한 개를 먹었어.
Can you save one of those donuts for me?,저 도넛들 중 하나는 남겨줄 수 있어?
"Unfortunately, nobody told us.",애석하게도 우리한테 그걸 말해준 사람이 없었어.
Tom was three years old when his mother was killed in a traffic accident.,톰은 어머님이 교통사고로 돌아가셨을 때 세 살이었어.
Tom was three when his mother was killed in a traffic accident.,톰은 어머님이 교통사고로 돌아가셨을 때 세 살이었어.
What would you do if that happened to you?,그런 일이 생긴다면 어쩔 거야?
Could you tell me what that means?,그게 뭘 의미하는 건지 말해줄 수 있을까?
Have you ever been to this beach before?,이 해변에 와본 적 있어?
I'm so happy! I want to hug the entire world!,너무 행복해! 온 세상을 안고 싶을 정도야!
Tom sanded the floors.,톰은 바닥을 매끈하게 닦았어.
Mary has dimples.,메리한텐 보조개가 있어.
Mary has dimples.,메리한테는 보조개가 있어요.
It can be hard to make new friends.,새로운 친구를 만드는 건 어려울 수 있다.
Tom hired a lawyer.,톰이 변호사를 고용했어.
Tom hired a lawyer.,톰은 변호사를 고용했다.
Tom and Mary have children.,톰과 메리에게는 자식이 있어.
Are you saying that you don't know how to do this?,이걸 어떻게 하는지 모른다고 말하는 거야?
Are you saying you don't know how to do this?,이걸 어떻게 하는지 모른다고 말하는 거야?
Tom made Mary mad.,톰은 메리를 화나게 했어.
Tom went there.,톰이 거기로 갔어.
I gave Tom the keys.,난 톰한테 열쇠를 줬어.
I gave Tom the keys.,내가 톰한테 열쇠를 줬어.
Tom has kids now.,톰한텐 이제 애들이 있어.
No decision was made.,아무런 결정도 내려지지 않았어.
Nobody had any money.,아무도 돈이 없었어.
Nobody had any money.,누구도 돈이 없었어.
No one recognized me.,아무도 날 알아보지 못 했어.
No one recognized me.,누구도 날 못 알아봤어.
Nobody knew about it.,아무도 그것에 대해선 몰랐어.
Nobody recognized me.,아무도 날 알아보지 못 했어.
Nothing is ever easy.,쉬운 건 없어.
Nothing is ever easy.,쉬운 건 아무것도 없어.
One woman was killed.,여자 한 명이 살해당했어.
People are dying now.,사람들이 지금 죽어가고 있어.
That isn't an option.,선택 사항이 아니야.
That made me curious.,저게 궁금하게 만드네.
That made me curious.,저게 날 궁금하게 만드네.
That made me curious.,저게 날 궁금하게 하네.
That made me curious.,저게 궁금하게 하네.
That made me nervous.,저게 불안하게 만드네.
What's the real goal?,진짜 목표는 뭐야?
That's the sad truth.,이게 슬픈 사실이야.
That's a proven fact.,이건 증명된 사실이야.
That's all I can see.,그게 내가 볼 수 있는 것의 전부야.
That's all I'm doing.,그게 내가 하고 있는 전부야.
That's all I'm doing.,그게 내가 하고 있는 것의 전부야.
That's all we wanted.,그게 우리가 원했던 것의 전부야.
That's just about it.,이건 그냥 그거에 관한 거야.
That's just my guess.,그건 단지 내 추측이야.
That's just my guess.,그건 단지 내 추측일 뿐이야.
That's just not cool.,그건 그냥 안 멋져.
That's my goal today.,그게 내 오늘의 목표야.
That's my main focus.,그게 내 주된 관심사야.
That's my only focus.,그게 내 유일한 관심사야.
That's my only worry.,그게 내 유일한 걱정거리야.
The game starts 2:30.,게임은 2:30에 시작해.
We needed more money.,우린 돈이 더 필요해.
We'd been warned.,우린 경고 받았었어.
I can't walk fast.,난 빠르게 걸을 수 없어.
I can't walk fast.,난 빠른 걸음을 할 수 없어.
I can't walk fast.,난 빠른 걸음은 할 수 없어.
Do you know the name of the girl who was with Tom?,너 톰이랑 같이 있었던 여자애 이름 알아?
I want to be able to play the violin as well as Tom.,톰처럼 바이올린을 연주할 수 있으면 좋겠어.
That's what makes me sad.,그게 바로 날 슬프게 해.
I recommend that you learn French.,프랑스어를 배우는 걸 추천해.
I think Mary is way cuter than Alice.,메리가 앨리스보다 좀 더 귀여운 것 같아.
I think this is ridiculous.,우스운 것 같네.
I think this is ridiculous.,한심한 것 같아.
Tom said he wanted to go swimming.,톰이 수영하러 간다고 말했어.
Do you have a lot of friends in Australia?,호주에 친구들이 많니?
When was the last time you went canoeing?,가장 최근에 카누를 탄 적이 언제야?
Tom washes his hands more than thirty times a day.,톰은 하루에 삼십 번 이상 손을 씻어.
"If I were you, I wouldn't sell your land.",내가 너였다면 난 네 땅을 안 팔텐데.
I think everyone did really well.,다들 정말 잘 한 것 같아.
I think everyone did really well.,모두들 정말 잘한 것 같아.
I think everyone did really well.,모두들 진짜 잘한 것 같아.
I think everyone did really well.,다들 진짜로 잘 한 것 같아.
How many of the people here are teachers?,여기에 있는 사람 중 몇명이 선생님이야?
How many times a week do you play tennis?,일주일에 몇 번 테니스 쳐?
How many years did you live in Australia?,몇년 동안 호주에 살았어?
How often do you visit your grandparents?,얼마나 자주 조부모님을 방문하니?
How many more days will you be in Boston?,며칠 더 보스턴에 있을 거야?
How many more days will you be in Boston?,며칠 더 보스턴에 있으려고?
I wanted to spend time with my children.,난 내 아이들과 시간을 보내고 싶었어.
I wasn't comfortable with the situation.,난 이 상황에 익숙하지 않아.
I wasn't comfortable with the situation.,난 이 상황이 편안하지 않아.
"If you don't help Tom, he'll have trouble doing it.",네가 톰을 도와주지 않는다면 톰은 곤란에 처할 거야.
"If you don't help Tom, he'll have trouble doing it.",네가 톰을 도와주지 않는다면 톰은 어려움을 겪을 거야.
I don't know why you're studying French.,왜 네가 프랑스어를 공부하고 있는지 모르겠어.
I don't know why you're studying French.,어째서 네가 프랑스어를 공부하고 있는지 모르겠어.
That'll teach you a lesson.,그건 너한테 교훈을 줄 거야.
I'll leave as soon as it stops raining.,비가 그치자마자 바로 떠날 거야.
Tom said goodbye and left.,톰은 작별인사를 하고 떠나버렸어.
Tom said goodbye and left.,톰은 작별인사를 한 후 떠났다.
How often do you see wolves around here?,이 근처에서 얼마나 자주 늑대가 보여?
I believe that the answer is straightforward.,대답이 직접적인 것 같아.
I believe that the answer is straightforward.,대답이 직설적인 것 같아.
Have you been in Boston for a long time?,오랜 기간 보스턴에 있어본 적 있어?
Do you know how long Tom is going to be in Boston?,톰이 얼마나 보스턴에 있을지 알아?
What convinced you to change your mind?,뭐가 네 마음을 바꾸게 했어?
What convinced you to change your mind?,뭐 때문에 네 마음이 바뀌었어?
I've always been an independent person.,난 전부터 항상 독립적인 사람이야.
Tom spends most of his time sitting on the porch.,톰은 대부분의 시간을 현관에 앉는 걸로 보내고 있어.
I want Tom to go to Australia to visit his uncle.,난 톰이 삼촌네에 방문하러 호주에 갔으면 좋겠어.
I'm still optimistic about the project.,그 프로젝트에 대해 난 아직 긍정적인 입장이야.
I'm still optimistic about the project.,난 그 프로젝트에 대해 아직 긍정적이야.
Tom has been battling depression for many years.,톰은 수년 간 우울증과 싸우고 있어.
Are you going to do this or what?,너 이걸 할 거야 뭐야?
Good. I hate this a lot.,그래. 나 이거 완전 싫어.
Is there enough room for us?,저희들을 위한 방이 충분히 있나요?
He sat there for hours.,그 사람은 몇시간이고 거기에 앉아 있었어.
They all were wrong.,그 사람들 모두 틀렸어.
He gets on well with people.,그는 사람들과 잘 지낸다.
She poured milk into a cup.,그는 컵에 우유를 부었다.
She poured some milk into a cup.,그는 컵에 우유를 좀 부었다.
He was staring at the toilet water.,그는 변기 물을 쳐다보고 있었다.
Who's the person who was just speaking to you?,너한테 막 말 걸던 사람 누구야?
The table is a metre wide.,이 테이블 길이는 1미터야.
The coat is on the chair.,코트는 의자에 있어.
It's terribly warm today.,오늘은 끔찍하게 덥네.
It's terribly warm today.,끔찍하게 더운 날이네.
It's awfully warm today.,오늘은 끔찍하게 덥네.
It's awfully warm today.,끔찍하게 더운 날이네.
He must be a musician.,그 사람은 틀림없이 음악가일 거야.
He must be a musician.,그 사람은 음악가임에 틀림없어.
You look pale. Are you ill?,창백해 보이네. 너 아파?
You look pale. Are you ill?,창백해 보이네요. 어디 아프세요?
I saw lots of beautiful colors.,아름다운 색상들을 많이 봤어.
Psychedelics are chemicals.,환각제는 화학 약품이야.
Do you like baking cakes?,케이크 굽는 거 좋아해?
The sun will go down in two hours.,두 시간 후에 태양이 떨어질 거야.
The sun will go down in two hours.,두 시간 후에 해가 질 거야.
Coconuts have a hard shell.,코코넛은 껍질이 단단해.
Do you like bean soup?,콩 스프 좋아해?
The hen protects her chicks.,암탉이 지 병아리를 지키고 있어.
Silver is worth less than gold.,은이 금보다 가치가 낮아.
"""Did you watch television last week?"" ""No.""","""지난 주에 티비 봤어?"" ""아니."""
"""Did you watch television last week?"" ""No.""","""지난 주에 티비 보셨나요?"" ""아뇨."""
Puns are hard to translate.,말장난은 번역하기 어려워.
He really thinks he's the centre of the universe.,그 사람은 진짜 자신이 우주의 중심에 있다고 생각하네.
He really thinks he's the centre of the universe.,그 사람은 진짜 자신이 우주의 중심에 있는 줄 알아.
"He left, furious.",그는 떠났어. 화가난 채로 말야.
"He left, furious.",그 사람은 떠났어. 화가난 채로 말야.
The trains run every two hours.,기차는 두 시간마다 운행돼.
The trains run every two hours.,기차는 두 시간마다 가.
"They were so cute, those two.","걔들 정말 귀여웠는데, 그 둘 말야."
Not now; maybe later.,"지금 말고, 아마 나중에."
Not now; maybe later.,"지금 말고, 아마도 나중에."
They have no proof.,그들에게는 증거가 없었다.
They have no proof.,그들한텐 증거가 없어.
The cat is still very young.,그 고양이는 아직도 많이 어려.
The cat's still very young.,그 고양이 아직도 많이 어려.
You should go back home fast.,너 빨리 집으로 돌아가는 게 좋을 것 같아.
You should go back home fast.,너 빨리 집으로 돌아가야지.
You should go back home fast.,너 빨리 집으로 돌아가.
"You should go back home, quickly.",너 집으로 돌아가는 게 좋을 것 같아. 어서.
Do you like that country?,저 나라를 좋아해?
Can you explain colors to a blind person?,맹인에게 색깔을 설명할 수 있니?
Can you explain colors to a blind person?,장님한테 색깔을 설명할 수 있니?
The feeling was really strong.,그 감정은 정말 강렬했다.
He wore an earpiece.,그는 이어폰을 쓰고 있었다.
He was resolute about his innocence.,그는 결백에 대해 단호했다.
She's a fascist.,그 사람은 파시스트야.
They're a fascist.,그 사람들 파시스트야.
This information is very important to us.,이 정보는 우리한테 많이 중요해.
This information is very important to us.,이 정보는 우리한테 정말 중요해.
This information is very important to us.,이 정보는 우리한테 있어서 정말 중요해요.
Tom says that his teachers hate him.,톰이 말하길 선생님이 자신을 싫어한대.
Mary found a long blonde hair on Tom's jacket.,메리는 톰의 자켓에서 긴 금발 머리카락 한올을 발견했다.
Tom hasn't eaten at a restaurant since he lost his job.,톰은 직업을 잃은 뒤로 레스토랑에서 식사한 적이 없어.
What I want now is hot coffee.,내가 지금 원하는 건 따끈한 커피야.
We need to make some adjustments.,우린 좀 적응을 해야겠어.
I read several books a week.,난 일주일에 책을 여러 권 읽어.
Bullying and teasing aren't allowed here.,따돌림과 괴롭힘은 이곳에선 허용되지 않아.
Tom didn't vote.,톰은 투표 안 했어.
Tom gave me both money and advice.,톰은 나한테 돈도 주고 조언도 해줬어.
I really wanted to help.,난 정말로 돕고 싶었어.
"I'm a Christian, but I don't eat pork.","저는 기독교인이지만, 돼지 고기는 먹지 않아요."
Tom is absorbed in the music.,톰은 음악에 열중하고 있어요.
I’m not picky. Anyone who has a good personality is fine for me.,저 눈 안 높아요. 저는 그냥 성격 좋은 사람이면 다 좋아요.
"Because I was tardy a lot, I got on the teacher's bad side.","저는 지각을 많이 해서, 선생님 눈 밖에 났어요."
"The more friends you have, the better.",친구는 많을수록 좋아요.
I'm happiest when I'm reading.,난 책을 읽고 있을 때가 가장 행복해.
I'm happiest when I'm singing.,난 노래 부르고 있을 때가 가장 행복해.
I don't like sitting on the floor.,난 바닥에 앉는 건 별로야.
Yanni was sitting on his bed.,얀니는 침대에 앉아 있었어요.
Tom is good at volleyball.,톰은 배구를 잘 해요.
I don't know how to translate this sentence into Russian.,난 이 문장을 러시아어로 어떻게 번역해야 할지 몰라.
An introvert is perfectly happy in a tiny little room with nothing.,내향적인 사람은 아무것도 없는 작은 방에서 더없이 행복하지.
Tom is crazy about music.,톰은 음악에 정신이 팔려 있어요.
Can someone translate this letter into German?,이 편지 독일어로 번역해줄 수 있는 사람 있어?
I heard a buzzing noise.,윙윙거리는 소리가 들렸어.
The text was incomprehensible.,그 글은 이해할 수 없었다.
"I took the wrong bus, so I went somewhere else.",내가 버스를 잘못 타 가지고 다른 곳으로 갔어.
I recognize those people.,나 저 사람들 알아.
Do you know who is calling me from outside?,밖에서 저를 부르고 있는 사람이 누군지 알아요?
My spirit animal is a rabbit. What's yours?,난 토끼야. 네 스피릿 애니멀은?
We need to know what we're supposed to do on Monday.,우리는 월요일에 뭘 해야 하는지 알아야 해.
I called Tom this morning.,나는 오늘 아침 톰에게 전화했다.
"If there's a way out of here, we'll find it.",여기서 나갈 방법이 있다면 우리는 찾을 수 있을거야
"If I were you, I'd help Tom.","만약 내가 너라면, 톰을 도울거야."
We'll need a lot more than this.,우리는 이것보다 더 많이 필요할거야
Tom wants to stay home tonight.,톰은 오늘 밤 집에 머물고 싶어한다.
Tom wants to stay home tonight.,톰은 오늘 밤 집에 있고 싶어한다.
Please report what's happening.,현재 상황을 보고하십시요.
Who woke Tom up this morning?,오늘 아침 누가 톰을 깨웠니?
We need to learn to live with what we have.,우리는 우리가 가진것을 가지고 사는 법을 배울 필요가 있다.
Tom had his old house torn down.,톰은 그의 오래된 집을 허물어 버렸다.
There's so much I don't understand.,내가 이해하지 못하는 것이 너무 많아
The deal is all but done.,거래는 거의 끝났다.
I'm looking forward to traveling with Tom.,나는 톰과 같이 여행하기를 기대하고 있다.
Tom sold everything he had.,톰은 가진것을 모두 팔았다.
Eating out is something that I don't do very often.,외식은 내가 그렇게 자주 하는 것이 아니다.
There are a lot of things we need to do.,우리가 해야할 일이 많이 있어.
Tom started getting mad.,톰은 화가 나기 시작했다.
